882,Ajris,ⴰⵊⵔⵉⵙ,صقيع
883,Tayyut,ⵜⴰⵢⵢⵓⵜ,سحاب كثيف
884,Tayyught,ⵜⴰⵢⵢⵓⵖⵜ,موجة
885,TajruDeyt,ⵜⴰⵊⵔⵓⴷⴻⵢⵜ,عاصفة
886,Assemmiḍ,ⴰⵚⵎⵎⵉⴹ,برد
887,Afssay,ⴰⴼⵙⴰⵢ,عين
888,Tanzruft,ⵜⴰⵏⵣⵔⵓⴼⵜ,صحراء
889,Asseddi n Idurar,ⴰⵙⴻⴷⴷⵉ ⵏ ⵉⴷⵓⵔⴰⵔ,سلسلة جبلية
890,Tireft,ⵜⵉⵔⴼⵜ,سلسلة هضاب
891,Tiwrar,ⵜⵉⵡⵔⴰⵔ,هضاب
892,TaZuDa,ⵜⴰⵣⵓⴷⴰ,منبسط
893,Uduz n TDarut,ⵓⴷⵓⵣ ⵏ ⵜⴷⴰⵔⵓⵜ,ضغط جوي
894,mmays,ⵎⵎⴰⵢⵙ,لا أعرف
895,ttalmgh,ⵜⵜⴰⵍⵎⵖ,أنسج
896,azouzr,ⴰⵣⵓⵣⵔ,تصفية القمح بالطريقة التقليدية
897,aghsmir,ⴰⵖⵙⵎⵉⵔ,ذقن
898,ikhf,ⵉⵅⴼ,رأس
899,miżiḍ,ⵎⵉⵥⵉⴹ,حلو/لذيذ
900,amessas,ⴰⵎⵙⵙⴰⵙ,بلا طعم
901,Azbar,ⴰⵣⴱⴰⵔ,وجع شديد
902,Anedder,ⴰⵏⴻⴷⴷⴻⵔ,وجع مستمر
903,Aṣṣater,ⴰⵚⵚⴰⵜⵔ,وجع موضعي مستمر
904,Anżwi,ⴰⵏⵥⵡⵉ,مغص في البطن
905,Izza,ⵉⵣⵣⴰ,قرحة المعدة
906,ssaerwṭagh,ⵙⵙⴰⵔⵡⵟⴰⵖ,أفصل الخش عن الزرع برميه في السماء باستعمال المدرة
907,tazart,ⵜⴰⵣⴰⵔⵜ,مدرة
908,ta399ayt,ⵜⴰⵄⵇⵇⴰⵢⵜ,حبة
909,taghyayt,ⵜⴰⵖⵢⴰⵢⵜ,نواة
910,amkraz,ⴰⵎⴽⵔⴰⵣ,فلاح
911,atig,ⴰⵜⵉⴳ,ثمن
912,khalat,ⵅⴰⵍⴰⵜ,نساء
913,hakhach,ⵀⴰⵅⴰⵛ,خُذ
914,azalim,ⴰⵣⴰⵍⵉⵎ,بصل
915,abrṭiṭ,ⴰⴱⵔⵟⵉⵟ,وحل متشبع بالماء
916,kanoun,ⴽⴰⵏⵓⵏ,مكان إشعال النار ( تقال أيضا للمنزل الذي تجتمع فيه عدة أسر متقاربة)
917,taryazt,ⵜⴰⵔⵢⴰⵣⵜ,رجولة
918,mmounswgh,ⵎⵎⵓⵏⵙⵡⵖ,تعشيتُ
919,tchgh,ⵜⵛⵖ,أكلتُ
920,anli,ⴰⵏⵍⵉ,عقل
921,ddoulgh,ⴷⴷⵓⵍⵖ,رجعتُ
922,3ayrgh,ⵄⴰⵢⵔⵖ,شتمتُ
923,addriz,ⴰⴷⴷⵔⵉⵣ,صداع
924,na99agh,ⵏⴰⵇⵇⴰⵖ,قتلتُ
925,ttasgh,ⵜⵜⴰⵙⵖ,فعل للدلالة على القرابة
926,takna,ⵜⴰⴽⵏⴰ,ضرة
927,tiskkine,ⵜⵉⵙⴽⴽⵉⵏ,فضلات البقر
928,7affagh,ⵃⴰⴼⴼⴰⵖ,حلّقتُ
929,ta3jjajt,ⵜⴰⵄⵊⵊⴰⵊⵜ,غبار
930,tta9t,ⵜⵜⴰⵇⵜ,نافذة
931,rakhsas,ⵕⴰⵅⵚⴰⵚ,فطير من الزرع
932,ntabgh,ⵏⵜⴰⴱⵖ,بدأت
933,anzi,ⴰⵏⵣⵉ,مثل
934,tzra,ⵜⵣⵔⴰ,خيط
935,tirjin,ⵜⵉⵔⵊⵉⵏ,جمر
936,mourdgh,ⵎⵓⵔⴷⵖ,أحبو
937,yighdn,ⵢⵉⵖⴷⵏ,رماد
938,adkhs,ⴰⴷⵅⵙ,لبا ( حليب البقرة بعد ولادتها لعجل )
939,a9rzaz,ⴰⵇⵔⵣⴰⵣ,بخيل
940,ymmour,ⵢⵎⵎⵓⵔ,طاب
941,ażarif,ⴰⵥⴰⵔⵉⴼ,شبة
942,abr9o3,ⴰⴱⵔⵇⵓⵄ,انتفاخ في الجلد بعد إصابة
943,j99imt,ⵊⵇⵇⵉⵎⵜ,شربة صغيرة
944,asymi,ⴰⵙⵢⵎⵉ,تربية
945,tamssawarawt,ⵜⴰⵎⵙⴰⵔⴰⵡⵜ,قابلة
946,imndi,ⵉⵎⵏⴷⵉ,شعير
947,asfri,ⴰⵙⴼⵔⵉ,رمان
948,żabragh,ⵥⴰⴱⵕⴰⵖ,أصبت بشدة
949,agmmṭ,ⴰⴳⵎⵎⵟ,تلوية الرضيع في قماش
950,talwest,ⵜⴰⵍⵡⵙⵜ,أخت الزوج
951,alews,ⴰⵍⵡⵙ,أخ الزوج
952,tawsa,ⵜⴰⵡⵙⴰ,هدية
953,timattin,ⵜⵉⵎⴰⵜⵜⵉⵏ,مشيمة
954,as7onḍr,ⴰⵙⵃⵓⵏⴹⵕ,نهيق الحمار
955,sligh,ⵙⵍⵉⵖ,سمعتُ
956,akhlij,ⴰⵅⵍⵉⵊ,نبات كثيف
957,tazkkart,ⵜⴰⵣⴽⴽⵯⴰⵔⵜ,شوك
958,asttif,ⴰⵙⵜⵜⵉⴼ,نبات شوكي
959,nnoudoumgh,ⵏⵏⵓⴷⵓⵎⵖ,أحس بالنعاس
960,z3fgh,ⵣⵄⴼⵖ,عضضتُ
961,sfsough,ⵙⴼⵙⵓⵖ,أذبتُ
962,amorḍoṣ,ⴰⵎⵓⵕⴹⵓⵚ,جيفة
963,maḍragh,ⵎⴰⴹⵕⴰⵖ,رميتُ
964,amdyaz,ⴰⵎⴷⵢⴰⵣ,شاعر
965,izimr,ⵉⵣⵉⵔⵎ,صغير النعجة
966,taskkourt,ⵜⴰⵙⴽⴽⵓⵔⵜ,حجلة
967,ḍḍanżagh,ⴹⴰⵏⵏⵥⴰⵖ,أمزحُ
968,aslm,ⴰⵙⵍⵎ,سمكة
969,islman,ⵉⵙⵍⵎⴰⵏ,سمك
970,akhdmi,ⴰⵅⴷⵎⵉ,سكين
971,skhsigh,ⵙⵅⵙⵉⵖ,أطفأتُ
972,tibbi,ⵜⵉⴱⴱⵉ,بقولة/خبيزة
973,zrigh,ⵣⵔⵉⵖ,رأيتُ
974,rnigh,ⵔⵏⵉⵖ,زِدتُ
975,adjoun,ⴰⴷⵊⵓⵏ,بندير
976,7digh,ⵃⴹⵉⵖ,راقبتُ
977,9ozz3gh,ⵇⵓⵣⵣⵄⵖ,تغوطتُ
978,chewwef,ⵛⵡⵡⴼ,شعر
979,3dough,ⵄⴷⵓⵖ,مررتُ
980,amwan,ⴰⵎⵡⴰⵏ,فصل الخريف
981,tajrst,ⵜⴰⵊⵔⵙⵜ,فصل الشتاء
982,anfnouf,ⴰⵏⴼⵏⵓⴼ,مطر خفيف
983,ajjaj,ⴰⵊⵊⴰⵊ,برق
984,tignout,ⵜⵉⴳⵏⵓⵜ,عاصفة
985,tasirt,ⵜⴰⵙⵉⵔⵜ,عاصفة بحربة
986,amjjagwaj,ⴰⵎⵊⵊⴰⴳⵡⴰⵊ,إعصار
987,ouzghgh,ⵓⵣⵖⵖ,يبستُ
988,ddrgh,ⴷⴷⵔⵖ,عِشتُ
989,taymegh,ⵜⴰⵢⵎⴻⵖ,أسقي
990,am9yas,ⴰⵇⵢⴰⵙ,سلسلة يدوية
991,tfayen,ⵜⴼⴰⵢⵏ,حِلِي
992,hkkigh,ⵀⴽⴽⵉⵖ,أنزلُ
993,a9boch,ⴰⵇⴱⵓⵛ,إناء ماء طيني
994,a3ror,ⴰⵄⵔⵓⵔ,كتف
995,agzzan,ⴰⴳⵣⵣⴰⵏ,مشعوذ
996,inchouchn,ⵉⵏⵛⵓⵛⵏ,شفاه
997,sifḍagh,ⵙⵉⴼⴹⴰⵖ,أرسلتُ
998,mmanghigh,ⵎⵎⴰⵏⵖⵉⵖ,تشاجرتُ
999,amnghi,ⴰⵎⵏⵖⵉ,شجار
1000,ndhgh,ⵏⴷⵀⵖ,بدأتُ
1001,frngh,ⴼⵔⵏⵖ,أفرزُ
1002,saggmagh,ⵙⴰⴳⴳⵎⴰⵖ,أصلحتُ
1003,kksgh,ⴽⴽⵙⵖ,قلعتُ
1004,ra3igh,ⵕⴰⵄⵉⵖ,انتظرتُ
1005,achcharn,ⴰⵛⵛⴰⵔⵏ,أظافر
1006,targa,ⵜⴰⵔⴳⴰ,ساقية
1007,ayyour,ⴰⵢⵢⵓⵔ,قمر
1008,laghzagh,ⵍⴰⵖⵥⴰⵖ,التوى كاحلي
1009,nsigh,ⵏⵙⵉⵖ,بِتُّ
1010,amnyar,ⴰⵎⵏⵢⴰⵕ,خصية
1011,ddwlgh,ⴷⴷⵡⵍⵖ,رجعت/أصبحت
1012,ḍḍrgh,ⴹⴹⵕⵖ,هبطت
1013,khseghch,ⵅⵙⵖⵛ,احبك/ اريدك
1014,az3ou9,ⴰⵣⵄⵓⵇ,جحش
1015,sousm,ⵙⵓⵙⵎ,اسكت
1016,kanoun,ⴽⴰⵏⵓⵏ,بيت مشكل من عدة أسر
1017,ibzzegu,ⵉⴱⵥⵥⴻⴳ,مبتل
1018,a9l9ol,ⴰⵇⵍⵇⵓⵍ,رأس
1019,arssoḍ,ⴰⵕⵚⵚⵓⴹ,متسخ جدا
1020,timmi/ tammiwin,ⵜⵉⵎⵎⵉ/ⵜⴰⵎⵎⵉⵡⵉⵏ,حاجب/حواجب
1021,ablyoun,ⴰⴱⵍⵢⵓⵏ,رمش العين
1022,daffargh,ⴹⴰⴼⴼⴰⵕⵖ,أتبعُ
1023,azzlgh,ⴰⵣⵣⵍⴰⵖ,جريتُ
1024,zadghagh,ⵣⴰⴷⵖⴰⵖ,سكنتُ
1025,karrzagh,ⴽⴰⵔⵔⵣⴰⵖ,حرثت
1026,ayenni,ⴰⵢⴻⵏⵏⵉ,ذلك أو كذلك
1027,ifeffan,ⵉⴼⴻⴼⴼⴰⵏ,بزازل
1028,ggin,ⴳⴳⵉⵏ,يكونون
1029,timntal,ⵜⵉⵎⵏⵜⴰⵍ,أسباب
1030,tazwart,ⵜⴰⵣⵡⴰⵔⵜ,مشادة كلامية
1031,tikkra,ⵜⵉⴽⴽⵯⵔⴰ,سب الصريح
1032,talkhsa,ⵜⴰⵍⵅⵙⴰ,بيصارة
1033,s39rgh,ⵙⵄⵇⵔⵖ,أحتقر
1034,tkhsi,ⵜⵅⵙⵉ,نعجة
1035,wwilgh,ⵡⵡⵉⵍⵖ,علّقتُ
1036,msrmasgh,ⵎⵙⵔⵎⴰⵙⵖ,أتعاركُ
1037,ṭṭfgh,ⵟⵟⴼⵖ,قبضتُ
1038,azbbouj,ⴰⵣⴱⴱⵓⵊ,زيتون بري
1039,tazmmourt,ⵜⴰⵣⵎⵎⵓⵔⵜ,شجرة الزيتون
1040,agdal,ⴰⴳⴷⴰⵍ,حقل رعي محدود و مقسم بين القبائل
1041,tisidlt,ⵜⵉⵙⵉⴷⵍⵜ,قلعة مقدسة و محمية فوق الجبل
1042,ajdir,ⴰⵊⴷⵉⵔ,حصن
1043,tmourghi,ⵜⵎⵓⵔⵖⵉ,جراد
1044,ouguigh,ⵓⴳⵉⵖ,رفضتُ
1045,tmaguit,ⵜⵎⴰⴳⵉⵜ,هوية
1046,zayyragh,ⵣⴰⵢⵢⵕⴰⵖ,شددتُ
1047,ttawgh,ⵟⵟⴰⵡⵖ,أطير
1048,dzigh,ⴹⵥⵉⵖ,قنعت او اعتزلت
1049,alowwi9,ⴰⵍⵓⵡⵡⵉⵇ,صفعة
1050,ttawigh,ⵜⵜⴰⵡⵉⵖ,أشبهُ
1051,rwsgh,ⵔⵡⵙⵖ,أشبهُ
1052,tirwas,ⵜⵉⵔⵡⴰⵙ,شبه
1053,awri,ⴰⵡⵔⵉ,حيوان الاوري
1054,ytchour,ⵢⵜⵛⵓⵕ,ممتلئ
1055,wḍḍrgh,ⵡⴹⴹⵔⵖ,هملت
1056,wtgh,ⵡⵜⵖ,ضربتُ
1057,tl3gh,ⵜⵍⵄⵖ,رحلت بحرقة
1058,inyan,ⵉⵏⵢⴰⵏ,حجارة التي يوضع عليها قدر الطهي
1059,frwaymal,ⴼⵔⵡⴰⵢⵎⴰⵍ,عام بعد العام المقبل
1060,frważżghaṭ,ⴼⵔⵡⴰⵥⵥⵖⴰⵟ,عام قبل العام الماضي
1061,ażghaṭ,ⴰⵥⵖⴰⵟ,عام الماضي
1062,anḍaw,ⴰⵏⴹⴰⵡ,قفز
1063,amnntrou,ⴰⵎⵏⵏⵜⵔⵓ,متسول
1064,Twachoult/tiwachulin,ⵜⵡⴰⵛⵓⵍⵜ/ⵜⵉⵡⴰⵛⵓⵍⵉⵏ,عائلة/عائلات
1065,Tayetti,ⵜⴰⵢⵜⵜⵉ,نظر
1066,Sfsygh,ⵙⴼⵙⵢⵖ,أُذوّب
1067,tagant,ⵜⴰⴳⴰⵏⵜ,غابة
1068,tizgui,ⵜⵉⵣⴳⵉ,غابة
1069,tasraft,ⵜⴰⵙⵔⴰⴼⵜ,مطمورة
1070,amnous,ⴰⵎⵏⵓⵙ,هم
1071,sousmgh,ⵙⵓⵙⵎⵖ,سكتتُ
1072,ghzough,ⵖⵣⵓⵖ,استحق ذلك التعامل مني
1073,żwigh,ⵥⵡⵉⵖ,قطعتُ
1074,amzil,ⴰⵎⵣⵉⵍ,حدّاد
1075,bouhllgh,ⴱⵓⵀⵍⵍⵖ,جُننتُ
1076,sskngh,ⵙⵙⴽⵏⵖ,أبينُ
1077,ttrgh,ⵜⵜⵔⵖ,طلبتُ
1078,neflegh,ⵏⴼⵍⵖ,بدلتُ
1079,uṭṭun,ⵓⵟⵟⵓⵏ,رقم
1080,9ch3,ⵇⵛⵄ,أشعِل
1081,asnsi,ⴰⵙⵏⵙⵉ,مبيت
1082,irad,ⵉⵕⴰⴷ,ليث
1083,djiwngh,ⴷⵊⵉⵡⵏⵖ,شبعتُ
1084,awssar/tawssart,ⴰⵡⵙⵙⴰⵔ/ⵜⴰⵡⵙⵙⴰⵔⵜ,عجوز/عجوزة
1085,fighar,ⴼⵉⵖⴰⵕ,أفعى
1086,gaḍragh,ⴳⴰⴹⵕⴰⵖ,سمِنتُ
1087,żżogh,ⵥⵥⵓⵖ,غرستُ
1088,99imgh,ⵇⵇⵉⵎⵖ,جلستُ
1089,aghimi,ⴰⵖⵉⵎⵉ,جلوس
1090,asoughl,ⴰⵙⵓⵖⵍ,ترجمة
1091,nghigh,ⵏⵖⵉⵖ,قتلتُ
1092,zzourgh,ⵣⵣⵓⵔⵖ,جُرَّ
1093,oumdwil,ⵓⵎⴷⵡⵉⵍ,نعال بالية
1094,ahrkous,ⴰⵀⵔⴽⵓⵙ,حذاء
1095,asaṭer,ⴰⵚⴰⵟⵔ,ألم
1096,ażbar,ⴰⵥⴱⴰⵕ,ألم
1097,tborjt,ⵜⴱⵓⵕⵊⵜ,نافذة صغيرة
1098,inbdan,ⵉⵏⴱⴷⴰⵏ,جمال ؟
1099,rwlagh,ⵕⴰⵡⵍⴰⵖ,هربت
1100,taghnjayt,ⵜⴰⵖⵏⵊⴰⵢⵜ,ملعقة
1101,sghigh,ⵙⵖⵉⵖ,ُاشتريت
1102,achawn,ⴰⵛⴰⵡⵏ,قرون
1103,gharsagh,ⵖⴰⵕⵚⴰⵖ,ُذبحت
1104,chrwḍgh,ⵛⵕⵡⴹ,قطعتُ
1105,chbrkght,ⵛⴱⵔⴽⵖⵜ,خيطتها
1106,chrrggh,ⵛⵔⵔⴳⵖ,قطّعت
1107,ychwwr,ⵢⵛⵡⵡⵕ,صالح
1108,99an,ⵇⵇⴰⵏ,ربط
1109,99l,ⵇⵇⵍ,انظر
1110,99sgh,ⵇⵇⵙⵖ,أريد
1111,9arrmegh,ⵇⴰⵔⵔⵎⵖ,عظامي تؤلمني
1112,9nn,ⵇⵏⵏ,سد
1113,a3rour,ⴰⵄⵔⵓⵔ,ظهر
1114,a3rrim,ⴰⵄⵔⵔⵉⵎ,حفنة كبيرة
1115,a7chouch,ⴰⵃⵛⵓⵛ,حِضن
1116,a7rir,ⴰⵃⵔⵉⵔ,بركوكش
1117,a9oḍaḍ,ⴰⵇⵓⴹⴰⴹ,قصير
1118,a9wir,ⴰⵇⵡⵉⵔ,سياج
1119,abchich/ibchichn,ⴰⴱⵛⵉⵛ/ⵉⴱⵛⵉⵛⵏ,بول
1120,abeddi,ⴰⴱⴷⴷⵉ,وقوف
1121,abenner,ⴰⴱⵏⵏⵔ,مضاجعة
1122,aberkan,ⴰⴱⵔⴽⴰⵏ,أسود
1123,abnji,ⴰⴱⵏⵊⵉ,مضيف
1124,abrach,ⴰⴱⵕⴰⵛ,رمادي
1125,abrid/ibrdan,ⴰⴱⵔⵉⴷ/ⵉⴱⵔⴷⴰⵏ,طريق/طرق
1126,ach3kouk,ⴰⵛⵄⴽⵓⴽ,شعر طويل غير ممشوط
1127,achar/ichcharn,ⴰⵛⴰⵔ/ⵉⵛⵛⴰⵔⵏ,ظفر/أظافر
1128,achffar,ⴰⵛⴼⴼⴰⵕ,لص
1129,achlaf,ⴰⵛⵍⴰⴼ,تسلق
1130,achnyal/ichnyaln,ⴰⵛⵏⵢⴰⵍ/ⵉⵛⵏⵢⴰⵍⵏ,عَلم
1131,admr,ⴰⴷⵎⵔ,نصف صدر
1132,adrar/idourar,ⴰⴷⵔⴰⵔ/ⵉⴷⵓⵔⴰⵔ,جبل/جبال
1133,afermach,ⴰⴼⵔⵎⴰⵛ,بدون أسنان
1134,afghoul,ⴰⴼⵖⵓⵍ,أبله
1135,afoussi,ⴰⴼⵓⵙⵉ,أيمن
1136,afraḍ,ⴰⴼⵔⴰⴹ,أزبال
1137,afrn,ⴰⴼⵔⵏ,تنقية
1138,afrṭeṭṭou,ⴰⴼⵔⵟⴻⵟⵟⵓ,فراشة
1139,aghi asemmam,ⴰⵖⵉ ⴰⵙⵎⴰⵎ,لبن
1140,aghidou,ⴰⵖⵉⴷⵓ,وردة
1141,aghilas,ⴰⵖⵉⵍⴰⵙ,نمر
1142,aghrrabou,ⴰⵖⵕⵕⴰⴱⵓ,باخرة
1143,agmmaḍ,ⴰⴳⵎⵎⴰⴹ,ضفة الأخرى
1144,ahrmouch,ⴰⵃⵔⵎⵓⵛ,غزال
1145,ajdig/tajdigt,ⴰⵊⴷⵉⴳ,وردة
1146,ijidr,ⵉⵊⵉⴷⵔ/ⵉⵊⵉⴷⵔⵏ,نسر
1147,ajnwi,ⴰⵊⵏⵡⵉ,سكين
1148,aknif,ⴰⴽⵏⵉⴼ,شواء
1149,akrkor,ⴰⴽⵔⴽⵓⵕ,حجارة فوق بعضها
1150,alim,ⴰⵍⵉⵎ,تبن
1151,alloun,ⴰⵍⵍⵓⵏ,دف او بندير
1152,am99ran,ⴰⵎⵇⵇⵕⴰⵏ,رئيس، الأكبر
1153,amazr/imouzzar,ⴰⵎⴰⵣⵔ/ⵉⵎⵓⵣⵣⴰⵔ,شلال/شلالات
1154,amchoum,ⴰⵎⵛⵓⵎ,لئيم
1155,amellal,ⴰⵎⵍⵍⴰⵍ,أبيض
1156,amghar,ⴰⵎⵖⴰⵔ,شيخ
1157,amjjiw,ⴰⵎⵊⵊⵉⵡ,أذن
1158,amjjoḍ,ⴰⵎⵊⵊⵓⴹ,أصلع
1159,amouzr,ⴰⵎⵓⵣⵔ,رئيس
1160,amoḍil,ⴰⵎⵓⴹⵉⵍ,ممرض
1161,amsfar,ⴰⵎⵙⴼⴰⵔ,صيدلي
1162,amssesfar,ⴰⵎⵙⵙⴻⵙⴼⴰⵔ,طبيب
1163,amzrouy,ⴰⵎⵣⵔⵓⵢ,تاريخ
1164,amzwar,ⴰⵎⵣⵡⴰⵔ,رئيس، الأول،
1165,amṭṭa/imṭṭwn,ⴰⵎⵟⵟⴰ/ⵉⵎⵟⵟⴰⵡⵏ,دمعة، دموع
1166,anamk,ⴰⵏⴰⵎⴽ,معنى
1167,anbdou,ⴰⵏⴱⴷⵓ,صيف
1168,anfrar,ⴰⵏⴼⵔⴰⵔ,مهم
1169,anghour,ⴰⵏⵖⵓⵔ,فناء/لمراح
1170,anoujiw,ⴰⵏⵓⵊⵉⵡ,ضيف
1171,anssikhf,ⴰⵏⵙⵙⵉⵅⴼ,رئيس
1172,arkkouth,ⴰⵔⴽⴽⵓⵝ,غربال من جلد الماعز مثقوب بالمخيط
1173,arnan,ⴰⵔⵏⴰⵏ,بيدر
1174,arraw,ⴰⵕⵕⴰⵡ,نسل
1175,arrouḍ,ⴰⵕⵕⵓⴹ,لباس
1176,aserdoun/isrdan,ⴰⵙⵔⴷⵓⵏ/ⵉⵙⵔⴷⴰⵏ,بغل/بغال
1177,aserwat,ⴰⵙⵕⵡⴰⵟ,درس الزرع
1178,asfar,ⴰⵙⴼⴰⵔ,دواء
1179,asghouyyou,ⴰⵙⵖⵓⵢⵢⵓ,صراخ
1180,askkil/iskkiln,ⴰⵙⴽⴽⵉⵍ,حرف
1181,asough,ⴰⵙⵓⵖ,هاوية السحيقة
1182,assam,ⴰⵙⵙⴰⵎ,برق
1183,asserwat,ⴰⵙⵔⵡⴰⵟ,دريس
1184,assif,ⴰⵙⵉⴼ,واد النهر
1185,assimi,ⴰⵙⵉⵎⵉ,رضيع
1186,assrghoud,ⴰⵙⵙⵔⵖⵓⴷ,تهنئة
1187,atbir/tatbirt,ⴰⵜⴱⵉⵔ/ⵜⴰⵜⴱⵉⵔⵜ,حمام/حمامة
1188,atchini,ⴰⵜⵛⵉⵏⵉ,لتشيني
1189,aterras,ⴰⵜⵔⵔⴰⵙ,رجل
1190,atti,ⴰⵜⵜⵉ,يطير
1191,awi,ⴰⵡⵉ,اجلب
1192,awragh,ⴰⵡⵕⴰⵖ,أصفر
1193,awrjij,ⴰⵡⵕⵊⵉⵊ,زيزية/cigale
1194,awssar,ⴰⵡⵙⵙⴰⵔ,عجوز
1195,awtm,ⴰⵡⵜⵎ,ذكر
1196,ayddoud,ⴰⵢⴷⴷⵓⴷ,شعب
1197,aydi/iyḍan,ⴰⵢⴷⵉ/ⵉⵢⴹⴰⵏ,كلب/كلاب
1198,ayllim,ⴰⵢⵍⵍⵉⵎ,جلد/peau
1199,ayr/iyran,ⴰⵢⵔ/ⵉⵢⵔⴰⵏ,حقل/حقول
1200,ayrouḍ,ⴰⵢⵔⵓⴹ,ثور
1201,aytmas,ⴰⵢⵜⵎⴰⵙ,إخوته
1202,ayyis,ⴰⵢⵢⵉⵙ,فرس
1203,az99or,ⴰⵣⵇⵇⵓⵕ,جذع الشجرة
1204,azaghar,ⴰⵣⴰⵖⴰⵔ,سهل
1205,azerwal,ⴰⵣⵕⵡⴰⵍ,أزرق
1206,azil,ⴰⵣⵉⵍ,بعد الظهر
1207,azizaw,ⴰⵣⵉⵣⴰⵡ,أخضر
1208,azlaf,ⴰⵣⵍⴰⴼ,حلفاء نهرية
1209,azn,ⴰⵣⵏ,أرسل
1210,azouzzr,ⴰⵣⵓⵣⵣⵔ,تدرية او فصل الحبوب عن التبن
1211,azro,ⴰⵥⵕⵓ,حجر
1212,ażrf,ⴰⵥⵔⴼ,فضة
1213,aḍggal,ⴰⴹⴳⴳⵯⴰⵍ,نسيب
1214,aḍlib,ⴰⴹⵍⵉⴱ,عدو
1215,aḍrghal,ⴰⴹⵔⵖⴰⵍ,أعمى
1216,bedd,ⴱⴷⴷ,انهض
1217,bouhyyouf,ⴱⵓⵀⵢⵢⵓⴼ,جوع شديد
1218,bouykerkas,ⴱⵓⵢⴽⵔⴽⴰⵙ,كذاب
1219,che7loufgh,ⵛⵛⵃⵍⵓⴼⵖ,تحطُب، تجمع الحطب
1220,chmchr,ⵛⵎⵛⵔ,جرَحَ بشكل عنيف
1221,chtattou,ⵛⵟⵟⴰⵟⵓ,غربال دقيق
1222,djiyyi,ⴷⵊⵉⵢⵢⵉ,اتركني
1223,djoullegh,ⴷⵊⵓⵍⵍⵖ,حلفت/أقسمت
1224,drous,ⴷⵔⵓⵙ,قليل
1225,foud/ifaddn,ⴼⵓⴷ/ⵉⴼⴰⴷⴷⵏ,ركبة/ركبات
1226,ggzegh,ⴳⴳⵣⵖ,أفهم
1227,ghrwmt!,ⵖⵔⵡⵎⵜ!,احذرن
1228,ghrwn!,ⵖⵔⵡⵏ!,احذروا
1229,goggo,ⴳⵓⴳⴳⵓ,عقل
1230,i9arridn,ⵉⵇⴰⵔⵔⵉⴹⵏ,أموال
1231,i9chchodn,ⵉⵇⵛⵛⵓⴹⵏ,حطب
1232,ich7laf,ⵉⵛⵃⵍⴰⴼ,حطب
1233,idarn,ⵉⴹⴰⵔⵏ,أرجل
1234,idil,ⵉⴷⵉⵍ,شجرة أرز
1235,idmarn,ⵉⴷⵎⴰⵔⵏ,صدر ( جمع نصف صدر )
1236,ighs/ighsan,ⵉⵖⵙ/ⵉⵖⵙⴰⵏ,عظم/عظام
1237,ighzr,ⵉⵖⵥⵕ,واد النهر
1238,ihnjirn,ⵉⵃⵏⵊⵉⵔⵏ,أطفال
1239,ikhiyye9,ⵉⵅⵉⵢⵇ,غضِب
1240,ikikd,ⵉⴽⵉⴽⴷ,لوز
1241,ikniwn,ⵉⴽⵏⵉⵡⵏ,توأم
1242,ils,ⵉⵍⵙ,لسان
1243,imalas,ⵉⵎⴰⵍⴰⵙ,أسبوع
1244,imdayn,ⵉⵎⴷⴰⵢⵏ,لعاب
1245,imjjan,ⵉⵎⵊⵊⴰⵏ,أذان
1246,imrmz,ⵉⵎⵔⵎⵣ,قمح ديميطة
1247,imtmi,ⵢⵎⵜⵎⵉ,لعاب
1248,ineddi,ⵉⵏⴷⴷⵉ,يعطب
1249,ineflass,ⵉⵏⴼⵍⴰⵙⵙ,مؤمنين
1250,irrwegh,ⵉⵕⵕⵡⵖ,أجمع
1251,isirs,ⵉⵙⵉⵔⵙ,كيس من صوف مزركش يعلق حول فم الخيل لإطعامه واقفا
1252,isamḍan,ⵉⵚⴰⵎⴹⴰⵏ,بارد
1253,isoufgha,ⵉⵙⵓⴼⵖⴰ,طرد
1254,iwdan,ⵉⵡⴷⴰⵏ,ناس
1255,izlmad,ⵉⵣⵍⵎⴰⴹ,أيسر
1256,izmr,ⵉⵣⵎⵔ,خروف
1257,iḍnnaḍ,ⵉⴹⵏⵏⴰⴹ,أمس
1258,iḍoḍan,ⵉⴹⵓⴹⴰⵏ,أصابع
1259,jarouf,ⵊⴰⵔⵓⴼ,غراب
1260,khzr,ⵅⵣⵔ,انظر
1261,kker,ⴽⴽⵔ,انهض
1262,kkregh,ⴽⴽⵔⵖ,استفقت
1263,krfgh,ⴽⵔⴼⵖ,ربطت
1264,l3ri,ⵍⵄⵔⵉ,غابة
1265,l7em,ⵍⵃⵎ,اقترب
1266,ldoudan,ⵉⴷⵓⴷⴰⵏ,دافئ
1267,lmdegh,ⵍⵎⴷⵖ,تعلمت
1268,mad,ⵎⴰⴷ,إنسان
1269,manstou,ⵎⴰⵏⵙⵜⵓ,من تكون هذه السيدة/البنت
1270,manswou,ⵎⴰⵏⵙⵡⵓ,من يكون هذا الرجل/الولد
1271,maynjaras,ⵎⴰⵢⵏⵊⴰⵔⴰⵙ,ماذا وقع له
1272,mazigh,ⵎⴰⵣⵉⵖ,أمازيغي
1273,memmis,ⵎⴻⵎⵎⵉⵙ,ابنه
1274,moużour,ⵎⵓⵥⵓⵔ,غليظ
1275,nanam,ⵏⴰⵏⴰⵎ,قالو/يُقال
